customer_id,trans_date,tran_amount
CS7428,10-Aug-14,45
CS8415,05-Feb-14,22
CS7523,27-Feb-14,50
CS7345,10-Feb-14,45
CS7293,15-Sep-14,17
CS7527,05-Jan-15,15
CS8881,12-Feb-14,57
CS8158,31-May-14,78
CS7593,22-Feb-14,32
CS8468,01-Nov-14,45
CS8933,13-Aug-14,18
CS7501,28-Oct-14,73
CS8246,08-Jan-15,46
CS7832,21-Jan-14,39
CS8860,15-Jan-14,17
CS7292,23-Feb-15,23
CS8773,29-Apr-14,74
CS7183,12-Feb-15,10
CS7215,07-Feb-14,16
CS7759,13-Jun-14,64
CS7636,27-Dec-14,31
CS8593,28-Feb-15,31
CS7652,03-Jul-14,10
CS8169,05-Dec-14,65
CS8242,03-Dec-14,36
CS7442,30-Jan-15,78
CS7995,07-Apr-14,42
CS7216,10-Feb-14,64
CS7552,27-Dec-14,73
CS7303,02-Feb-15,73
CS8743,09-Mar-14,53
CS8100,10-Nov-14,31
CS8485,26-Jul-14,59
CS7305,11-Jan-14,11
CS7398,12-Dec-14,55
CS8772,05-Jun-14,72
CS8885,25-Oct-14,66
CS7974,19-Sep-14,33
CS7875,11-Aug-14,71
CS8427,28-Jan-15,23
CS8230,18-Jan-15,77
CS7132,17-Feb-15,69
CS7580,26-Jul-14,13
CS8680,22-Aug-14,19
CS8294,02-Jan-15,37
CS7900,18-Sep-14,44
CS8679,21-Jan-14,69
CS8807,20-Mar-14,45
CS8906,09-Feb-14,72
CS8996,21-Nov-14,79
CS7863,14-Nov-14,73
CS8498,06-Sep-14,53
CS7359,23-Apr-14,69
CS7593,18-Sep-14,40
CS8794,12-Mar-15,57
CS8515,16-Feb-15,46
CS7370,18-Jun-14,53
CS8031,29-Jan-14,71
CS7470,22-Jun-14,68
CS8858,26-Jan-15,59
CS8502,08-Dec-14,72
CS8584,14-Aug-14,14
CS8139,13-May-14,37
CS8568,08-Dec-14,74
CS7596,13-Jan-14,72
CS7531,15-Feb-14,59
CS8951,06-Jan-14,46
CS8550,25-Feb-15,58
CS7686,21-Dec-14,31
CS8582,20-Mar-14,36
CS7944,26-Mar-14,20
CS8471,17-Feb-14,42
CS8887,19-Aug-14,50
CS7234,11-Nov-14,30
CS8325,22-Sep-14,72
CS7792,01-Mar-14,30
CS8228,29-Oct-14,35
CS8787,26-Jan-15,55
CS8320,28-Nov-14,11
CS8187,05-Jul-14,78
CS8412,17-Sep-14,32
CS8485,15-Aug-14,33
CS8495,06-Aug-14,19
CS7396,11-Oct-14,35
CS8450,12-May-14,76
CS8638,11-Feb-15,70
CS7846,30-Sep-14,50
CS7500,07-May-14,35
CS8622,18-Jan-14,78
CS7982,12-Aug-14,76
CS8382,14-Apr-14,28
CS7316,10-Nov-14,20
CS8647,17-Feb-15,51
CS7795,02-Sep-14,40
CS8556,03-Mar-15,20
CS8749,26-Jan-14,13
CS8511,26-Dec-14,51
CS8695,09-Nov-14,34
CS7368,25-Oct-14,21
CS8123,06-Oct-14,28
CS8731,16-Sep-14,29
CS8473,24-Feb-14,14
CS7327,17-Apr-14,34
CS7405,28-Nov-14,13
CS8510,17-Jul-14,46
CS8122,25-Jun-14,11
CS7414,03-Jul-14,49
CS8340,11-Sep-14,42
CS7494,24-Jun-14,73
CS8874,20-Sep-14,19
CS8265,23-Jul-14,49
CS8624,27-Jan-14,52
CS8374,13-Jan-14,69
CS8955,27-Jan-15,63
CS7284,13-Feb-14,37
CS8035,21-Dec-14,57
CS7859,09-May-14,61
CS7928,30-Apr-14,58
CS8145,22-Sep-14,47
CS7953,27-Oct-14,25
CS8219,14-Feb-15,52
CS7540,09-Jul-14,23
CS7596,08-Jul-14,70
CS8195,22-May-14,18
CS8254,07-Mar-14,15
CS8673,18-Jul-14,47
CS8389,06-Dec-14,75
CS8845,02-Jan-15,56
CS8834,31-Mar-14,73
CS8813,02-Dec-14,79
CS8839,18-Aug-14,56
CS8247,15-Mar-14,18
CS8137,25-Feb-15,24
CS7495,26-Feb-15,22
CS8727,17-Jan-15,44
CS7808,16-Dec-14,41
CS8022,22-Jan-15,36
CS7299,06-Dec-14,57
CS7864,22-Oct-14,52
CS8425,31-Dec-14,64
CS7397,01-Oct-14,30
CS7423,20-Dec-14,68
CS8893,28-Oct-14,10
CS8024,07-Aug-14,29
CS8025,01-May-14,10
CS8721,04-Jan-14,48
CS7151,18-Dec-14,60
CS8219,03-Jun-14,20
CS8068,23-Jan-15,29
CS7567,25-Mar-14,41
CS7850,07-Jan-14,26
CS7274,17-Feb-15,33
CS8359,07-Feb-14,34
CS7300,27-May-14,69
CS7454,23-Jun-14,46
CS7634,03-Aug-14,52
CS7948,05-Aug-14,36
CS8911,12-Jul-14,74
CS7828,30-Jan-14,66
CS7695,04-Nov-14,74
CS7958,31-May-14,15
CS7239,10-Feb-14,65
CS7751,27-Oct-14,21
CS7798,27-Apr-14,21
CS7984,04-Feb-14,44
CS8342,15-Mar-14,33
CS7281,28-Apr-14,52
CS7130,13-Mar-15,74
CS7469,07-Mar-15,62
CS8313,06-Mar-15,51
CS7764,07-Nov-14,42
CS8713,19-Feb-15,45
CS7205,25-Nov-14,45
CS8087,23-Feb-15,71
CS8536,30-Jan-14,15
CS7863,26-Jul-14,73
CS8392,24-Jan-14,16
CS7709,08-Oct-14,56
CS8776,11-Sep-14,27
CS8907,03-Dec-14,33
CS7884,15-Jan-14,17
CS7373,11-Oct-14,13
CS7180,03-Nov-14,21
CS8906,17-Jan-14,38
CS7842,31-Jan-15,63
CS7179,15-Jul-14,71
CS8564,19-Jan-15,58
CS8191,02-Feb-14,24
CS8918,07-Mar-15,42
CS8702,15-Jun-14,25
CS8241,17-Sep-14,48
CS8730,01-Apr-14,57
CS7964,16-Jan-14,57
CS8116,14-Mar-14,47
CS8434,03-Jul-14,73
CS8159,29-Aug-14,61
CS8886,05-Aug-14,38
CS7353,14-Feb-14,46
CS7328,24-May-14,32
CS7409,07-Dec-14,12
CS7942,14-May-14,57
CS7119,12-Nov-14,46
CS8917,22-Feb-15,78
CS7500,28-Jul-14,38
CS8624,13-Jul-14,16
CS8385,08-Oct-14,49
CS8692,10-Feb-15,64
CS8500,14-Aug-14,49
CS8327,30-Nov-14,43
CS8791,02-Mar-15,49
CS7957,09-Nov-14,33
CS8634,29-Jan-14,21
CS7428,01-Apr-14,62
CS8886,03-Jul-14,60
CS8050,26-Aug-14,51
CS8589,30-Apr-14,34
CS7248,13-Feb-14,76
CS7226,14-Mar-14,47
CS7661,17-Feb-15,10
CS7587,13-Apr-14,76
CS8318,22-Jul-14,28
CS8976,23-Jul-14,26
CS7276,17-Feb-15,47
CS8546,03-Feb-15,48
CS7687,17-May-14,53
CS8079,29-Mar-14,48
CS7970,24-Apr-14,45
CS8351,06-Mar-14,39
CS7719,03-Apr-14,69
CS7545,28-Feb-14,75
CS8489,23-Jun-14,16
CS7580,04-Jan-14,30
CS8102,09-Jul-14,30
CS7950,06-Feb-15,43
CS8309,14-Jan-14,78
CS7472,09-Sep-14,62
CS7391,05-Oct-14,59
CS8776,06-Oct-14,53
CS8161,01-Aug-14,25
CS7945,14-Dec-14,59
CS8288,28-May-14,49
CS8589,23-Jan-15,24
CS8589,04-Feb-14,12
CS8542,01-Jan-14,10
CS8689,19-Jan-15,15
CS8288,06-Jan-14,78
CS8119,21-Oct-14,32
CS8071,20-Apr-14,64
CS7408,18-Jul-14,72
CS7368,05-Jun-14,11
CS7304,27-Dec-14,49
CS7587,15-May-14,41
CS8497,01-Jan-14,39
CS8761,03-Mar-14,20
CS8541,05-Oct-14,21
CS8872,25-Jul-14,78
CS8809,03-Dec-14,36
CS8448,03-Jan-14,43
CS8925,20-Apr-14,63
CS7397,24-Aug-14,52
CS7516,24-Sep-14,68
CS8052,26-Apr-14,66
CS7164,09-Feb-14,42
CS8044,02-Aug-14,23
CS7255,29-Dec-14,15
CS8403,04-Dec-14,62
CS7996,27-Jul-14,79
CS7707,08-May-14,72
CS8675,30-Sep-14,47
CS7371,04-Jun-14,22
CS8634,13-Apr-14,27
CS8524,23-Apr-14,61
CS8575,25-Jul-14,40
CS8035,05-Sep-14,24
CS8780,09-Feb-15,44
CS7145,07-Apr-14,79
CS7721,29-Oct-14,48
CS7751,03-Aug-14,32
CS8696,10-Apr-14,39
CS8531,02-Feb-14,75
CS7255,10-Apr-14,73
CS7907,31-Jan-14,52
CS8916,10-Sep-14,39
CS7136,28-Sep-14,24
CS7360,24-Jun-14,68
CS7353,01-Jun-14,58
CS8348,05-Oct-14,70
CS7961,09-Aug-14,71
CS8364,24-Jan-15,27
CS7738,18-Apr-14,25
CS8975,15-May-14,58
CS8881,19-Sep-14,55
CS7682,23-Sep-14,41
CS8202,21-Jan-14,68
CS8982,17-Sep-14,31
CS8831,10-Jul-14,27
CS7147,20-Dec-14,29
CS7449,19-Jun-14,22
CS7324,18-Jan-14,21
CS7679,09-Mar-15,38
CS8214,06-Jan-15,48
CS8582,25-Nov-14,76
CS8519,16-Nov-14,14
CS8683,30-Jan-15,71
CS7505,23-Jan-15,26
CS7777,19-Oct-14,69
CS8789,26-Jan-14,28
CS8739,06-Jul-14,39
CS8229,03-Mar-14,23
CS8126,13-Feb-15,58
CS8458,20-Nov-14,12
CS8031,13-Jan-15,44
CS8958,30-Nov-14,22
CS7853,24-Sep-14,59
CS7150,17-Dec-14,38
CS8481,05-Oct-14,77
CS8055,21-Jan-15,78
CS8218,10-Jan-14,39
CS7585,05-Feb-14,49
CS7837,21-Mar-14,46
CS7944,27-Apr-14,38
CS8778,20-Dec-14,46
CS8267,25-Jun-14,44
CS8685,12-Feb-14,79
CS8914,20-Nov-14,68
CS7310,11-May-14,29
CS8747,02-May-14,28
CS8717,19-Sep-14,52
CS8273,02-Mar-14,71
CS7268,22-May-14,77
CS8523,13-Dec-14,69
CS8948,02-Sep-14,37
CS8818,09-Jul-14,49
CS8732,17-Dec-14,26
CS7516,02-Apr-14,62
CS7470,07-Jun-14,79
CS8828,17-Jan-15,39
CS8590,01-Feb-14,58
CS7366,03-Dec-14,61
CS8377,04-Apr-14,11
CS8393,20-Nov-14,25
CS8402,15-Feb-14,30
CS8402,23-Dec-14,44
CS7624,23-May-14,46
CS7695,02-Feb-14,49
CS8813,11-Jul-14,48
CS7632,06-Oct-14,63
CS8590,12-May-14,45
CS8657,23-Aug-14,11
CS7313,07-Feb-14,13
CS8816,12-Feb-14,65
CS7262,29-Apr-14,31
CS7870,27-May-14,38
CS8316,20-Oct-14,14
CS7641,01-Oct-14,56
CS7339,13-Jul-14,54
CS8621,17-Jan-14,54
CS7548,27-Jun-14,23
CS7587,23-Dec-14,34
CS7515,30-Jan-14,52
CS7657,07-Apr-14,44
CS7907,26-Jan-14,71
CS8102,22-Jun-14,66
CS7654,13-Feb-14,61
CS7555,13-Jan-15,61
CS7384,04-Mar-15,67
CS8899,13-Apr-14,56
CS7849,15-Oct-14,76
CS8686,19-Jun-14,42
CS8317,20-Feb-15,23
CS8928,03-Feb-14,30
CS7352,14-Jul-14,61
CS8593,16-Nov-14,16
CS7666,06-Jan-15,59
CS7300,01-Jun-14,12
CS8916,15-Oct-14,34
CS7964,17-Apr-14,65
CS8643,29-Apr-14,70
CS8646,10-Mar-14,72
CS7820,11-Jan-14,34
CS8647,22-Dec-14,11
CS7998,23-Feb-15,73
CS8900,03-Feb-14,12
CS8867,06-Mar-14,10
CS7420,25-Dec-14,58
CS8521,24-Jun-14,53
CS8903,04-Jan-14,27
CS7872,21-Oct-14,59
CS7235,08-Apr-14,56
CS7840,28-Oct-14,64
CS8715,06-Nov-14,28
CS8348,01-Sep-14,25
CS7179,13-Jun-14,62
CS7348,08-Jul-14,44
CS8427,24-Feb-14,37
CS8030,08-Dec-14,29
CS7723,18-Jan-14,17
CS7462,11-Oct-14,70
CS8954,15-Sep-14,76
CS8328,19-Feb-15,37
CS8535,10-Mar-14,36
CS7441,21-Mar-14,20
CS7121,23-Mar-14,36
CS8904,02-Nov-14,49
CS8275,28-Jul-14,54
CS8149,06-Jan-15,29
CS8063,30-Jun-14,61
CS7878,01-Jan-14,26
CS7929,19-Nov-14,22
CS7665,16-Mar-14,39
CS8221,27-Jun-14,61
CS7463,09-Apr-14,76
CS8991,16-Aug-14,21
CS8877,31-Mar-14,51
CS8251,20-Nov-14,15
CS8243,11-Apr-14,63
CS8350,18-Feb-14,36
CS8910,05-Mar-15,38
CS8832,11-Aug-14,22
CS7466,01-Nov-14,45
CS7764,30-Jan-14,18
CS7997,04-Jun-14,10
CS8703,05-Jan-15,12
CS8377,03-Mar-14,31
CS8468,27-Feb-15,33
CS8056,26-Apr-14,22
CS7689,30-Jun-14,55
CS7647,02-Jul-14,34
CS8739,30-Aug-14,49
CS7868,22-Jan-14,12
CS8767,11-Sep-14,44
CS7342,21-Sep-14,70
CS8945,08-Mar-15,34
CS7821,01-Aug-14,38
CS7465,19-Mar-14,44
CS8621,06-Jan-15,48
CS7793,09-Apr-14,49
CS7879,20-Oct-14,67
CS7787,08-Aug-14,55
CS7222,17-Apr-14,14
CS8198,04-Oct-14,48
CS8194,19-Feb-14,43
CS7969,26-Jul-14,33
CS8161,21-Oct-14,53
CS8579,02-Mar-15,78
CS8589,14-May-14,49
CS7760,13-Jan-15,59
CS8877,17-Aug-14,50
CS8669,27-Jan-14,47
CS8185,10-Jan-14,44
CS7907,14-Jan-15,49
CS8869,28-Jan-15,75
CS8687,20-Mar-14,72
CS8650,07-May-14,34
CS8515,25-Apr-14,62
CS7640,06-Apr-14,21
CS8824,18-Aug-14,77
CS7293,05-Apr-14,34
CS8721,21-Aug-14,25
CS7963,04-Feb-14,21
CS7903,02-Nov-14,54
CS7959,05-Jan-14,31
CS8742,14-Nov-14,35
CS8565,01-Sep-14,39
CS8826,25-Oct-14,42
CS8958,26-Oct-14,19
CS8882,25-Jul-14,16
CS8905,11-Dec-14,10
CS7409,04-Jul-14,67
CS7602,10-Oct-14,37
CS8341,18-Feb-15,28
CS8995,05-Feb-15,38
CS7499,16-Oct-14,17
CS8319,04-Mar-14,11
CS8027,12-Apr-14,63
CS7778,06-Jun-14,19
CS7633,26-Feb-15,64
CS7785,26-Feb-15,45
CS8275,20-Mar-14,58
CS7676,20-Jan-14,10
CS7845,01-Jul-14,20
CS7240,28-Feb-14,46
CS8223,13-Mar-15,11
CS8300,23-Dec-14,53
CS8984,07-Jul-14,23
CS8713,15-Jan-15,79
CS7153,05-Nov-14,75
CS8692,06-Jul-14,74
CS7364,02-Jan-15,55
CS8895,25-Jan-14,71
CS8869,29-Oct-14,19
CS8595,26-Oct-14,45
CS7293,13-Aug-14,51
CS7615,22-Sep-14,42
CS7715,31-May-14,36
CS8763,21-Aug-14,21
CS8492,11-May-14,38
CS8813,05-Jan-14,45
CS8595,04-Apr-14,17
CS8905,15-Dec-14,26
CS8498,27-Sep-14,18
CS7231,13-Oct-14,28
CS8109,19-Apr-14,64
CS8785,02-Dec-14,54
CS8223,09-Feb-14,46
CS8900,09-Jul-14,28
CS7636,10-Jul-14,28
CS8104,22-Nov-14,49
CS8679,17-Mar-14,14
CS8375,03-Jul-14,46
CS8048,27-Nov-14,59
CS7158,02-Nov-14,32
CS8720,04-Aug-14,61
CS7805,23-May-14,42
CS7573,30-Nov-14,16
CS9000,08-May-14,20
CS7499,27-Jan-14,74
CS7960,14-Sep-14,48
CS7589,18-Mar-14,13
CS8417,23-Dec-14,65
CS8749,24-Oct-14,62
CS8414,26-Jun-14,33
CS8013,01-Oct-14,77
CS8264,23-Oct-14,56
CS8132,01-Apr-14,61
CS7441,31-Jul-14,30
CS7987,10-Feb-15,16
CS7479,22-Feb-14,61
CS7709,26-Mar-14,42
CS7399,21-Feb-15,43
CS7932,24-Oct-14,74
CS7519,24-Feb-14,60
CS8104,17-Aug-14,23
CS8785,08-Jul-14,33
CS7862,04-Jun-14,57
CS8316,08-Sep-14,67
CS8728,24-May-14,79
CS8849,25-Jun-14,34
CS8557,11-Mar-15,23
CS7320,02-Aug-14,47
CS7639,17-Aug-14,78
CS7875,11-Dec-14,30
CS8288,09-Feb-15,37
CS8991,25-Sep-14,58
CS7294,08-Sep-14,29
CS8718,16-Sep-14,25
CS8119,10-Oct-14,39
CS8248,15-Jan-15,44
CS7928,09-Mar-15,79
CS7478,16-Dec-14,35
CS8758,31-Aug-14,75
CS7336,14-Jul-14,21
CS7388,12-Jun-14,28
CS8996,13-Nov-14,79
CS8692,18-Jan-14,48
CS7238,12-Apr-14,45
CS7880,18-Sep-14,68
CS8154,29-Jul-14,49
CS8754,11-Jun-14,62
CS7584,02-Mar-15,63
CS7118,14-Mar-15,32
CS8035,30-Mar-14,79
CS8179,11-Mar-14,41
CS7623,23-Sep-14,55
CS7243,06-Feb-15,52
CS8472,13-Dec-14,79
CS7757,21-Feb-14,19
CS7398,20-Jul-14,39
CS8316,30-Apr-14,13
CS7876,22-Apr-14,18
CS8088,10-Feb-14,67
CS8215,01-Feb-14,53
CS8475,08-Mar-15,10
CS7231,04-Feb-14,55
CS8494,13-Apr-14,75
CS8040,12-Oct-14,59
CS8733,26-Aug-14,77
CS7546,29-Jun-14,68
CS7347,28-May-14,78
CS8698,20-Jun-14,18
CS8289,08-Oct-14,61
CS7520,22-Feb-14,59
CS7200,21-Jun-14,33
CS7529,15-Sep-14,64
CS7440,13-Jul-14,73
CS8026,12-Feb-14,35
CS8142,19-Feb-14,30
CS7503,09-Nov-14,50
CS7190,07-Sep-14,35
CS8742,13-Feb-14,13
CS7773,01-Apr-14,23
CS7812,31-Jul-14,36
CS7878,04-Mar-14,37
CS8642,27-Jul-14,15
CS7202,26-Jan-14,44
CS7901,21-Apr-14,50
CS8531,27-Mar-14,30
CS8450,05-Jan-15,14
CS8768,29-Jan-15,55
CS8868,27-Jan-15,49
CS7550,15-Dec-14,79
CS7465,29-Jun-14,49
CS7549,03-Feb-15,42
CS7754,28-Dec-14,67
CS8310,30-Oct-14,34
CS7253,28-Jan-14,72
CS8046,17-Nov-14,66
CS7496,29-Jul-14,24
CS8241,16-Sep-14,39
CS8220,15-Feb-14,51
CS7189,07-Aug-14,62
CS8127,24-Feb-14,67
CS8968,14-Mar-14,36
CS8497,07-Mar-14,14
CS8786,10-Nov-14,60
CS8267,09-May-14,55
CS7118,04-Mar-14,55
CS7801,30-Mar-14,71
CS7901,16-Sep-14,66
CS8528,21-Oct-14,19
CS7700,29-May-14,37
CS8658,30-Jan-14,59
CS7982,03-Oct-14,57
CS7534,15-Mar-14,15
CS7404,15-Mar-14,78
CS7355,31-Dec-14,12
CS8938,13-Dec-14,41
CS7251,01-Jan-14,38
CS7488,03-Jun-14,19
CS7846,18-Jan-14,39
CS8580,15-Feb-15,28
CS7604,26-Mar-14,34
CS7574,21-Feb-15,18
CS8554,19-Feb-14,12
CS8447,23-Jul-14,55
CS8080,14-Jul-14,74
CS8584,19-Oct-14,12
CS7745,30-Jul-14,29
CS8670,22-Sep-14,24
CS7264,06-Feb-15,13
CS7440,05-Dec-14,28
CS7235,24-Oct-14,71
CS7152,21-Apr-14,45
CS7722,23-Jan-15,79
CS7294,24-Feb-14,39
CS7254,08-Jul-14,64
CS7174,06-Mar-14,47
CS7780,03-Feb-15,26
CS7780,23-Jul-14,55
CS8883,03-Sep-14,17
CS8138,20-Apr-14,24
CS7814,24-Jan-14,24
CS7885,30-Jan-15,13
CS8427,17-Jun-14,27
CS7861,19-Feb-14,72
CS8646,22-Jan-14,67
CS8580,24-Aug-14,38
CS7161,24-Apr-14,50
CS8830,15-Aug-14,40
CS7915,22-Apr-14,22
CS7676,20-Apr-14,52
CS8306,05-Sep-14,66
CS8728,04-May-14,42
CS7768,10-Nov-14,28
CS8659,27-Feb-15,41
CS8429,31-Oct-14,58
CS7991,16-Jun-14,58
CS8340,03-Aug-14,65
CS7351,21-Jan-14,74
CS7969,07-May-14,17
CS7474,26-Feb-14,26
CS8610,01-Jan-15,57
CS8248,05-Apr-14,66
CS8770,23-Jan-14,78
CS7285,08-Jun-14,70
CS8085,24-Sep-14,72
CS8888,15-Feb-14,15
CS8492,23-Feb-14,77
CS8675,27-Aug-14,55
CS7673,06-Nov-14,77
CS7916,08-Mar-15,67
CS8769,24-Feb-15,36
CS8540,08-Jun-14,37
CS8212,21-Nov-14,57
CS7718,21-Mar-14,36
CS8776,14-May-14,56
CS8254,25-Aug-14,65
CS7663,16-Aug-14,66
CS7448,03-Apr-14,42
CS8413,31-Jan-15,48
CS7244,02-Feb-14,29
CS7374,03-Oct-14,41
CS8692,20-Sep-14,62
CS8460,18-Oct-14,21
CS7974,07-Apr-14,41
CS7944,27-Jan-14,17
CS8905,23-Mar-14,46
CS8991,19-Dec-14,26
CS7544,25-Nov-14,25
CS7242,15-Jun-14,48
CS7561,03-Feb-14,73
CS9000,28-Feb-15,34
CS7188,12-Mar-15,48
CS7981,14-Aug-14,28
CS7942,04-Mar-14,59
CS7908,18-May-14,40
CS7992,13-Feb-15,79
CS7948,01-Jan-14,27
CS8197,04-Sep-14,57
CS7729,22-Jan-14,36
CS7669,04-Apr-14,55
CS7881,07-Apr-14,10
CS8362,17-Mar-14,56
CS8269,26-Nov-14,21
CS7398,15-Feb-15,72
CS7442,20-Jan-15,38
CS8864,05-Jan-15,31
CS8953,10-Dec-14,62
CS8853,03-Feb-15,34
CS7778,25-Aug-14,59
CS7607,14-Jan-15,21
CS8185,03-Oct-14,74
CS8773,31-Dec-14,76
CS8577,27-Jun-14,20
CS8117,27-Jun-14,68
CS8452,30-Apr-14,34
CS7874,02-Mar-15,30
CS7227,13-Nov-14,48
CS8327,09-Jun-14,57
CS8943,27-Jun-14,69
CS8836,10-Feb-15,20
CS8220,11-Aug-14,69
CS7487,16-Feb-15,72
CS8303,20-Jan-15,47
CS8083,12-Sep-14,52
CS8081,15-May-14,53
CS7141,28-Sep-14,19
CS7382,08-Feb-14,39
CS8983,05-Mar-15,31
CS8500,09-May-14,71
CS7674,08-Jan-14,58
CS7953,07-Mar-15,70
CS8456,18-May-14,21
CS8746,01-Mar-14,45
CS8578,09-Jun-14,37
CS8712,29-Jun-14,22
CS7787,21-Nov-14,48
CS8346,04-Feb-15,42
CS8236,31-Oct-14,76
CS7324,20-Aug-14,18
CS7534,23-Nov-14,15
CS7526,25-Jan-14,73
CS8483,08-Aug-14,15
CS8708,31-Jan-14,12
CS8363,19-Mar-14,65
CS7517,30-Sep-14,16
CS8281,04-Feb-14,68
CS8735,10-Jan-14,63
CS7700,01-May-14,12
CS8767,08-Jan-14,73
CS8136,13-Oct-14,28
CS7551,09-May-14,38
CS8145,19-Dec-14,27
CS8354,31-Aug-14,12
CS8912,29-Jul-14,11
CS8828,02-Apr-14,24
CS7187,06-Jul-14,39
CS7420,20-Mar-14,25
CS7471,03-Mar-14,79
CS7720,28-Oct-14,78
CS7256,23-Feb-14,64
CS8381,09-Apr-14,12
CS8462,05-Sep-14,21
CS8086,27-Feb-14,20
CS7434,25-May-14,31
CS7396,01-Sep-14,53
CS8724,29-Apr-14,62
CS7329,09-May-14,69
CS8747,07-Apr-14,31
CS8479,06-Feb-15,67
CS7367,14-Jul-14,11
CS7591,25-Aug-14,63
CS8796,20-Jun-14,35
CS8458,26-Jan-15,20
CS7885,15-Feb-15,26
CS8032,24-Oct-14,36
CS8032,07-Feb-14,29
CS7189,25-Apr-14,22
CS7476,29-Dec-14,21
CS7763,16-Feb-15,22
CS8528,29-Aug-14,52
CS8494,10-Aug-14,38
CS8689,25-Dec-14,65
CS8980,12-Jun-14,65
CS7757,27-May-14,67
CS7345,06-Dec-14,64
CS7614,22-Sep-14,26
CS7163,08-Nov-14,69
CS7865,01-Jan-14,75
CS7900,19-Nov-14,42
CS7356,28-May-14,15
CS8279,22-Jul-14,78
CS7949,11-Aug-14,78
CS7840,23-Jan-15,75
CS7477,10-Aug-14,22
CS7636,01-Oct-14,13
CS8658,24-Jul-14,66
CS8442,12-Sep-14,54
CS7204,21-Aug-14,52
CS8593,08-Feb-14,10
CS8182,23-Jan-14,38
CS8368,25-Jan-14,20
CS7421,26-Mar-14,12
CS8509,24-Mar-14,40
CS7553,07-Sep-14,23
CS7389,15-Jan-15,21
CS7559,03-Oct-14,26
CS7399,08-Aug-14,38
CS7290,10-Dec-14,68
CS8432,24-Nov-14,65
CS8228,13-Dec-14,64
CS7557,14-Jan-15,69
CS8268,07-Jan-15,61
CS8280,26-Jun-14,49
CS8726,04-Nov-14,38
CS7708,15-Oct-14,14
CS8369,08-Jan-15,74
CS7420,04-Feb-14,48
CS7467,10-Aug-14,58
CS7316,15-Feb-15,74
CS7490,30-Oct-14,33
CS8594,28-Aug-14,65
CS8403,21-Dec-14,36
CS8262,29-Jun-14,63
CS8235,13-Feb-15,29
CS8532,28-Jan-15,49
CS8990,18-Nov-14,44
CS8524,14-Jun-14,43
CS8637,23-Oct-14,31
CS8850,26-Aug-14,59
CS8287,11-Oct-14,30
CS8091,13-Aug-14,37
CS8728,19-Dec-14,69
CS8310,13-Apr-14,63
CS7568,24-Oct-14,31
CS8290,28-Sep-14,22
CS7658,15-Feb-15,14
CS8298,13-Aug-14,16
CS8668,02-Oct-14,75
CS8968,08-May-14,42
CS7459,28-Apr-14,41
CS7334,02-Aug-14,47
CS7247,29-Apr-14,65
CS7557,03-Jul-14,13
CS8459,28-Sep-14,17
CS7749,23-Sep-14,15
CS8031,08-Apr-14,23
CS8289,27-May-14,32
CS7223,11-Feb-14,17
CS8498,15-Feb-15,41
CS8022,21-Jul-14,70
CS7957,07-Jan-15,27
CS8368,12-Feb-14,39
CS7286,28-Jun-14,30
CS8715,11-Dec-14,68
CS7906,12-Feb-15,48
CS8887,21-Jun-14,56
CS8582,27-Oct-14,59
CS8937,16-Mar-14,63
CS8180,22-May-14,55
CS8017,06-May-14,20
CS7401,25-Jan-15,27
CS8158,22-May-14,17
CS8473,05-May-14,15
CS8452,05-May-14,62
CS7926,10-Aug-14,53
CS7724,12-Feb-15,35
CS8381,06-Oct-14,61
CS8722,29-Jun-14,30
CS7143,12-Jan-14,52
CS7248,12-Jul-14,38
CS8765,04-Mar-15,24
CS7528,27-Feb-15,52
CS8519,23-Sep-14,19
CS7524,19-Jul-14,69
CS8177,08-Dec-14,79
CS8280,30-Nov-14,70
CS7724,15-Feb-15,30
CS7761,20-Mar-14,66
CS8588,22-Sep-14,69
CS7526,15-Jan-15,33
CS7391,08-Feb-14,26
CS8042,06-Dec-14,17
CS8516,04-Sep-14,22
CS7470,11-Jan-15,50
CS8073,09-Feb-15,10
CS8873,08-Mar-14,27
CS7221,01-Mar-14,49
CS8856,04-Jul-14,27
CS7525,28-Aug-14,62
CS8609,22-Feb-14,15
CS7747,10-Jun-14,30
CS7555,09-Oct-14,61
CS8907,09-Mar-14,47
CS8244,22-Jun-14,31
CS8610,18-Nov-14,25
CS8062,17-Feb-14,74
CS8103,05-Feb-15,33
CS8604,16-Sep-14,67
CS8915,10-Sep-14,70
CS7991,21-Aug-14,40
CS8363,26-Feb-15,68
CS8931,10-Nov-14,19
CS7379,27-Apr-14,14
CS8858,03-May-14,57
CS8482,31-Aug-14,62
CS8125,08-Sep-14,40
CS7323,11-Nov-14,50
CS7962,13-Jul-14,75
CS7386,17-Sep-14,23
CS8341,19-Dec-14,68
CS7653,21-Jul-14,46
CS7482,13-Sep-14,52
CS7513,30-Nov-14,23
CS8555,09-Dec-14,70
CS8172,15-Feb-15,40
CS8855,04-May-14,44
CS8918,29-Jan-15,19
CS8041,11-Feb-14,45
CS8990,23-Feb-14,27
CS8303,27-Mar-14,68
CS8304,13-Jan-14,36
CS7176,11-Jan-15,17
CS7669,24-Jan-15,79
CS8227,01-May-14,12
CS7568,11-Feb-15,25
CS8917,05-Sep-14,77
CS7634,14-Apr-14,62
CS7601,19-Feb-14,66
