ID,Interest_Rate,EMI
APPX30272317542,13.25,3432
APPX30274377704,15.5,1810
APPX30285776907,13.49,2307
APPX30286474745,20,2594
APPX30296661927,20,1060
APPX30303394724,15.75,846
APPX30332994347,24,863
APPX30339499904,28.5,1166
APPX30358025342,18.4,1127
APPX30358386726,20,795
APPX30360143348,18.5,1630
APPX30366897108,31.5,775
APPX30375011306,31.5,996
APPX30383464331,13.99,1366
APPX30411383525,20,768
APPX30443659312,13.99,1196
APPX30474876112,18.25,255
APPX30490959726,20,848
APPX30506662903,14.85,902
APPX30509082529,16.25,880
APPX30532784147,31.5,996
APPX30533949123,15.25,452
APPX30537494347,15.1,1456
APPX30545495324,15.25,904
APPX30569152135,14.5,1652
APPX30584607716,20,265
APPX30586976335,28.5,1160
APPX30589369714,16.75,890
APPX30593429521,18.25,295
APPX30612155715,18.15,906
APPX30618147114,15.25,1483
APPX30646643315,18.25,1092
APPX30653078939,14.85,555
APPX30688093517,20,743
APPX30740392535,18.5,301
APPX30745271701,18,362
APPX30759564702,15.25,1196
APPX30778429101,16.75,862
APPX30779343903,18.4,948
APPX30779729318,15.5,1732
APPX30782014501,20,557
APPX30796644519,15.5,543
APPX30821873739,16.75,1066
APPX30823105935,20,1113
APPX30825099703,13.99,1967
APPX30826977102,14.5,965
APPX30852035119,28.5,833
APPX30860331541,31.5,885
APPX30866134108,13.99,1667
APPX30890896921,14.85,2526
APPX30895619524,13.99,1721
APPX30900139501,28.5,246
APPX30907682917,20,583
APPX30911406916,13.99,1093
APPX30923576318,15.5,818
APPX30946186533,19,1167
APPX30955522919,18.15,764
APPX30958108314,13.5,4072
APPX30963076509,18,362
APPX30984647117,31,1253
APPX30984896505,16.35,1060
APPX30987495938,16.75,924
APPX30993094522,13,1341
APPX40001623925,14.85,2039
APPX40011648717,15.75,484
APPX40013173119,16.75,742
APPX40015371941,18.4,501
APPX40046526345,15.75,484
APPX40059612341,14.85,2421
APPX40070463919,15.25,2293
APPX40119883543,16.75,915
APPX40130568748,13.99,1585
APPX40134476326,20,1060
APPX40141406916,14.85,173
APPX40142344345,17.5,1077
APPX40148246513,15.5,1203
APPX40160575324,23,4615
APPX40171985534,23.5,1616
APPX40188854114,15.75,3385
APPX40189189141,14.85,1186
APPX40196375522,15.5,349
APPX40214148546,18.25,590
APPX40214725345,14.85,902
APPX40226575512,20,1007
APPX40240941114,14.85,1186
APPX40243067709,28.5,774
APPX40245862916,15.5,361
APPX40256983121,18.25,511
APPX40257294945,24,834
APPX40270152734,15.25,972
APPX40270643345,18.25,944
APPX40273514732,19,1100
APPX40314962538,18.15,147
APPX40315354308,28.5,1089
APPX40332128918,15.5,974
APPX40335879321,15.25,1739
APPX40356633141,17.5,804
APPX40359834528,13.99,1582
APPX40392367108,14.25,933
APPX40399009911,13.99,1796
APPX40402602749,13,1251
APPX40417696305,14.85,1518
APPX40429587122,37,464
APPX40435645118,20,372
APPX40446065701,18.4,727
APPX40446866916,15.25,1196
APPX40454951734,20,397
APPX40484802716,31.5,959
APPX40496995942,17,497
APPX40497383915,26.5,2788
APPX40506309308,37,884
APPX40537947945,16.75,1038
APPX40538234347,35.5,802
APPX40554162714,14.85,711
APPX40559772544,16.75,977
APPX40581536109,15.75,350
APPX40595527538,37,371
APPX40606554744,20,1113
APPX40606802512,15.25,972
APPX40622746722,13.99,1721
APPX40633827504,14.85,3497
APPX40636388716,18.4,896
APPX40664067746,15.5,553
APPX40676222913,28.5,1195
APPX40694435523,12.99,2334
APPX40717043125,14.85,278
APPX40717576107,13.75,1666
APPX40721164542,20,795
APPX40750355137,20,609
APPX40751577714,20,669
APPX40753457705,13.25,3423
APPX40754632506,16.5,944
APPX40760983712,18.4,1127
APPX40768542904,15.25,1901
APPX40770581138,15,999
APPX40787981125,13,1011
APPX40791582345,19,1245
APPX40791766307,28.5,351
APPX40824237723,15.75,564
APPX40825227719,20,530
APPX40889645138,14.85,237
APPX40907239948,15.25,348
APPX40917188529,16.25,908
APPX40924535313,17.5,3768
APPX40945155329,14.85,1399
APPX40952262517,31.5,738
APPX40952561143,35.5,785
APPX40954773516,13.25,4043
APPX40955326328,14.85,1332
APPX40957077926,13.99,1440
APPX40959697946,15.5,349
APPX40970761722,20,1060
APPX40987017119,15.5,722
APPX40996944703,14.85,692
APPX50002587528,37,596
APPX50014506702,11.99,3159
APPX50017613543,23.5,390
APPX50049837116,37,464
APPX50058752148,16.25,489
APPX50063189514,13.99,683
APPX50068999145,14.25,1217
APPX50070587946,19,934
APPX50112406713,13.99,931
APPX50112609126,13.99,1025
APPX50113484506,20,662
APPX50114119703,16.75,493
APPX50115186323,18.25,383
APPX50128733142,13.5,690
APPX50131344715,15.25,1808
APPX50136849734,20,874
APPX50142209508,31.5,701
APPX50171828742,31.5,260
APPX50175377321,20,795
APPX50190564728,14.85,484
APPX50192533745,31.5,340
APPX50197567528,20,821
APPX50216603714,13.99,791
APPX50229306746,13.99,1047
APPX50229848744,18.25,868
APPX50244217328,24,1410
APPX50252734718,20,926
APPX50253593509,15.5,1746
APPX50272574904,20,2982
APPX50273855927,12.99,2468
APPX50286288915,20,509
APPX50287494334,18.25,708
APPX50290346924,20,1060
APPX50300522109,15.5,1404
APPX50312611905,18,4406
APPX50313801129,20,556
APPX50315701701,31.5,866
APPX50323111333,31.5,433
APPX50326699316,31.5,389
APPX50330002943,18,762
APPX50330822943,13.99,1489
APPX50348001139,20,1018
APPX50402589113,15.75,701
APPX50435511109,18.15,918
APPX50445789903,28.5,975
APPX50457104316,31.5,1070
APPX50465884941,16.75,1063
APPX50492306914,15.5,1203
APPX50510188536,14.85,1280
APPX50513857928,16.75,247
APPX50524391924,31.5,811
APPX50535536303,15.25,696
APPX50541521521,15.25,478
APPX50551962105,19,1008
APPX50552102547,19.75,909
APPX50566936106,20,509
APPX50583535706,12.99,1774
APPX50588135732,35.5,746
APPX50591298547,20,477
APPX50602549549,20,372
APPX50611409527,15.5,1203
APPX50611577148,31.5,1107
APPX50618873946,15.75,488
APPX50625317724,16.75,817
APPX50632855524,14.49,1200
APPX50644348938,15.25,718
APPX50649295748,20,848
APPX50668004131,13.99,1585
APPX50668065505,20,260
APPX50673293305,20,1590
APPX50687264522,30.5,977
APPX50696355321,17,494
APPX50699894145,14.85,1388
APPX50703243724,16.25,882
APPX50715646113,14.85,1636
APPX50725271518,19,504
APPX50742461343,31,1385
APPX50745741314,18.25,1033
APPX50753478148,13.99,1803
APPX50758894518,16.75,494
APPX50759923545,31.5,885
APPX50765884502,32.5,1153
APPX50772306711,20,372
APPX50779741733,31.5,701
APPX50784444308,14.49,1411
APPX50798633917,16.75,1379
APPX50800868926,24,1438
APPX50813071305,16.25,491
APPX50822472936,20,848
APPX50826149719,18,294
APPX50847784108,13.99,1967
APPX50885593725,14.85,692
APPX50890858142,16.35,1590
APPX50911195703,13.99,698
APPX50917725336,23.5,1616
APPX50960422706,15.25,718
APPX50969507326,18.25,1098
APPX50978867503,32.5,1085
APPX50983193748,15.5,1299
APPX60013672129,16.75,718
APPX60031742146,15.5,2261
APPX60072518335,28.5,1476
APPX60075684703,18.25,1088
APPX60082739102,16.75,1206
APPX60083911109,13.99,3688
APPX60107489901,15.75,1752
APPX60108946723,20,372
APPX60109706536,15.25,2847
APPX60119044906,16.75,1236
APPX60133995121,18.25,842
APPX60138092732,14.85,1249
APPX60139001313,33,680
APPX60144847544,31.5,433
APPX60160447735,20,1115
APPX60167996309,14.85,1944
APPX60173315914,17,713
APPX60177568109,20,509
APPX60178566725,31.5,848
APPX60196217729,20,1400
APPX60199274747,14.25,1638
APPX60226741902,20,304
APPX60233109344,18,508
APPX60234297147,17,713
APPX60234473547,15.75,846
APPX60237129529,13.99,3279
APPX60244055945,18.4,768
APPX60248041738,20,1069
APPX60250283141,28.5,416
APPX60262655726,18.25,868
APPX60264567546,14.85,1186
APPX60278465105,20,743
APPX60282235324,31.5,959
APPX60295894139,16.75,742
APPX60316706512,28.5,1406
APPX60329695901,19.75,527
APPX60350792502,16.75,493
APPX60354121306,20,954
APPX60354909734,37,278
APPX60380099148,18.15,500
APPX60384883348,24,921
APPX60385817506,16.75,1066
APPX60387424923,15.25,2013
APPX60389869502,18.25,1072
APPX60394268526,17.5,502
APPX60398408717,15.25,1458
APPX60405303523,13.99,820
APPX60406533539,19,461
APPX60435984134,15.5,1203
APPX60440961546,15.25,1531
APPX60447452335,19,778
APPX60473494128,20,1325
APPX60475445535,31.5,786
APPX60477682543,15.25,1458
APPX60478537114,18,881
APPX60492822908,15.75,977
APPX60544847321,14.85,902
APPX60547252339,20,926
APPX60555099941,14.5,720
APPX60574025713,15.5,1443
APPX60575635729,31.5,775
APPX60576584909,20,743
APPX60584914741,18.4,296
APPX60585174713,13.99,2131
APPX60586703142,17,214
APPX60593894146,16.75,890
APPX60608325511,18.15,1000
APPX60610797942,20,700
APPX60610985304,18.4,1024
APPX60622706304,15.25,559
APPX60629894311,15.25,1196
APPX60638259532,15.25,478
APPX60646607534,17.5,1231
APPX60661097532,18.25,885
APPX60679361738,28.5,1476
APPX60693443301,27.5,1233
APPX60716222728,15.25,1962
APPX60735261335,15.25,1808
APPX60735853922,15,1085
APPX60739084914,14.25,963
APPX60748152336,15.25,1398
APPX60748198301,18.25,511
APPX60764204311,37,510
APPX60770707502,20,3974
APPX60772246904,37,696
APPX60773162104,20,795
APPX60784473501,20,763
APPX60786682726,28.5,1300
APPX60799042943,17,989
APPX60799555119,20,509
APPX60801698117,28.5,1300
APPX60805137726,13,475
APPX60810546318,13,1011
APPX60814017536,20,943
APPX60819353144,18.4,1153
APPX60820796142,18.25,944
APPX60834279731,28.5,562
APPX60850965123,31.5,775
APPX60897469526,31.5,1070
APPX60901032144,13.99,1475
APPX60916553923,20,954
APPX60928056717,31.5,567
APPX60929018906,15.75,701
APPX60933531741,19,1038
APPX60945778505,20,397
APPX60984945933,15.75,733
APPX60988832331,20,742
APPX60993207119,35.5,785
APPX60993598917,14.85,4996
APPX70038371346,31.5,567
APPX70046662723,15.25,1808
APPX70047687938,20,509
APPX70052513121,15.75,992
APPX70066281329,15.25,839
APPX70084726529,18.4,945
APPX70091662306,17.5,2512
APPX70113263109,14.5,482
APPX70176495343,13.99,2322
APPX70177037725,28.5,1103
APPX70182977339,14.85,948
APPX70183095944,13.99,342
APPX70194548717,13.99,2326
APPX70201602117,17,577
APPX70244254502,15.5,562
APPX70276537543,16.75,742
APPX70285466321,13.99,3770
APPX70289737342,20,530
APPX70292283542,15.35,487
APPX70301894331,14.85,2581
APPX70305233505,17,1212
APPX70310148332,15.75,484
APPX70315598511,20,556
APPX70331684343,13.99,1421
APPX70337858942,28.5,1249
APPX70351761724,15.5,974
APPX70354498744,31,1385
APPX70382166531,32.5,1017
APPX70387929316,31.5,701
APPX70390713308,16.2,853
APPX70396743306,20,2596
APPX70406602141,16.75,1149
APPX70425804915,16.75,1236
APPX70442507913,13.99,465
APPX70475814904,31.5,1291
APPX70487654927,24,1438
APPX70493238143,19,367
APPX70519423947,18.25,1387
APPX70523167524,17,1783
APPX70524016504,14.85,1527
APPX70531623739,16.75,355
APPX70536137514,14.5,471
APPX70539365347,17,994
APPX70591706934,12.99,3219
APPX70602207308,13.75,2013
APPX70611263926,13,1138
APPX70615777348,20,265
APPX70639823149,20,980
APPX70665199322,13.99,1977
APPX70700359306,13.99,1796
APPX70707039738,15.25,1196
APPX70719952509,18.25,1001
APPX70727722144,18.4,727
APPX70749522105,18.4,948
APPX70750687109,17,1483
APPX70785949116,20,2130
APPX70791662509,14.85,1038
APPX70796036924,28.5,1195
APPX70799469709,13.5,3249
APPX70803452716,13.75,2777
APPX70804589111,17,433
APPX70819087549,14.49,1186
APPX70822957327,15.25,1398
APPX70824451739,18.15,510
APPX70841693526,15.5,487
APPX70862696308,15.25,694
APPX70869737542,15.5,1082
APPX70873195914,31.5,738
APPX70880498304,27,1919
APPX70885348534,13,537
APPX70893127117,15.25,718
APPX70904727933,35.5,864
APPX70908598712,13.5,690
APPX70917315544,31.5,433
APPX70926125502,12.99,3025
APPX70928069516,18.25,767
APPX70933571324,20,795
APPX70973611921,20,509
APPX70975465938,13,1001
APPX70995424902,11.99,2633
APPX80011092327,15.5,562
APPX80016422341,15.75,1051
APPX80022264701,18.4,501
APPX80023648742,13,674
APPX80048616734,18.25,1092
APPX80059171705,14.25,725
APPX80090407726,20,1858
APPX80094419744,16.75,989
APPX80100494741,14.85,1067
APPX80111494135,15.5,866
APPX80127011547,17.5,1436
APPX80158283922,18.25,740
APPX80158839119,18,1473
APPX80161777335,17.75,2071
APPX80166886704,20,509
APPX80167971547,16.75,711
APPX80170175915,31.5,1254
APPX80179699349,20,848
APPX80181015542,28.5,1132
APPX80184257717,16,243
APPX80205214115,13.5,3451
APPX80207222138,31.5,1070
APPX80217503549,18.25,1001
APPX80233457349,15.75,488
APPX80244118729,18.4,384
APPX80245415303,16.75,1162
APPX80248105345,20,795
APPX80249393714,16.75,890
APPX80252404718,35.5,785
APPX80259646515,15.25,1044
APPX80286129302,18.25,885
APPX80286679106,18.25,250
APPX80308313343,16.75,494
APPX80314543946,20,954
APPX80316915905,18.25,363
APPX80318868509,27,1646
APPX80325845902,20,1643
APPX80327035547,16.25,245
APPX80338385131,13,910
APPX80347555749,20,509
APPX80379082121,18.4,999
APPX80379265703,13.99,1435
APPX80396148926,17,1665
APPX80418166142,15.5,698
APPX80419251906,15.75,282
APPX80428979715,20,743
APPX80430862528,20,954
APPX80448163314,14.85,474
APPX80476866129,20,397
APPX80485997501,15.5,1222
APPX80493698318,16.75,816
APPX80496564939,18.25,1098
APPX80502912122,15.35,840
APPX80504612933,20,1035
APPX80507732902,13,842
APPX80508175909,12.99,1706
APPX80513314347,16.75,742
APPX80513448528,35.5,943
APPX80519781332,31.5,1033
APPX80547314734,20,372
APPX80552452329,27,707
APPX80566827334,14.49,1176
APPX80569967702,18.15,1090
APPX80576772328,19.75,909
APPX80598743103,15.5,1180
APPX80600816115,14.85,1388
APPX80631751141,14.85,4163
APPX80658853526,20,1060
APPX80675468738,17.5,497
APPX80681309143,28.5,1258
APPX80702209547,15.25,478
APPX80702446927,18.4,1101
APPX80706691319,15.5,1203
APPX80708134133,16.75,493
APPX80733053116,18.4,364
APPX80740058932,13.99,698
APPX80761237303,17.5,1165
APPX80764134739,13,805
APPX80782221729,16.75,689
APPX80791332914,31.5,866
APPX80793354727,13.99,698
APPX80795061919,14.85,1582
APPX80799672147,15.25,1733
APPX80822644723,18.4,1076
APPX80826993902,20,874
APPX80832653501,15.25,789
APPX80860051732,16,608
APPX80869276721,24,1174
APPX80876215114,18.4,948
APPX80902106908,13.99,1025
APPX80912338137,31.5,1070
APPX80916373315,15.25,13556
APPX80921177915,37,884
APPX80940104533,20,1033
APPX80940341135,28.5,1195
APPX80947134311,14.25,1006
APPX80956031125,13.99,2117
APPX80962577927,28.5,1160
APPX90008784921,16.75,862
APPX90016717319,20,1115
APPX90017224529,20,954
APPX90022341145,18.25,649
APPX90024311514,16.75,986
APPX90050871302,14.85,1332
APPX90062757745,28.5,416
APPX90065927148,13.99,2377
APPX90107611738,33,1494
APPX90120591113,20,318
APPX90132752734,18.15,500
APPX90141758925,32.5,375
APPX90159391333,14.85,484
APPX90161658702,14.85,996
APPX90164467303,35.5,982
APPX90192598122,20,874
APPX90226553335,20,265
APPX90232345546,16.75,977
APPX90242082115,19,1038
APPX90243449519,28.5,1006
APPX90244357509,20,669
APPX90249268506,15.5,722
APPX90260204511,15.5,843
APPX90303484912,15.25,5980
APPX90305138728,31.5,1475
APPX90322438527,31.5,1143
APPX90340617505,13,455
APPX90343874929,13.99,683
APPX90350667103,19,934
APPX90352251709,20,530
APPX90356486323,20,865
APPX90358978907,31.5,737
APPX90368099144,13.5,2708
APPX90377491521,18.4,999
APPX90387959937,24,921
APPX90408905349,16.35,491
APPX90417559331,18.15,1001
APPX90426736922,14.85,1186
APPX90427539125,16.75,1013
APPX90433976148,15.75,339
APPX90434976308,18.25,408
APPX90485253724,14.25,1169
APPX90487641305,18.4,501
APPX90488397128,31.5,1039
APPX90507869546,15.5,385
APPX90508757915,13.99,546
APPX90509255547,20,1018
APPX90512096305,31.5,775
APPX90514715708,13,2414
APPX90537176338,13.99,1694
APPX90550121339,22,1575
APPX90560232146,16.75,1776
APPX90587348339,13,1729
APPX90590582515,19,504
APPX90608171905,13.49,1705
APPX90627253708,32.5,657
APPX90629337729,15,1040
APPX90635228948,16.35,1767
APPX90635635911,14.85,1944
APPX90638554307,20,1613
APPX90642618709,20,1060
APPX90710503716,15.25,486
APPX90715274509,29,419
APPX90719275743,19,934
APPX90722177121,14.85,1186
APPX90725809323,13,2093
APPX90729602133,14.85,1683
APPX90729892546,13,893
APPX90735309742,14.25,1029
APPX90756498118,24,834
APPX90765067338,33,982
APPX90793468337,24,575
APPX90809429126,19,1038
APPX90814698526,20,409
APPX90828672134,14.85,2798
APPX90829769134,13.99,2792
APPX90848606146,16.75,1013
APPX90853221928,22,1575
APPX90868811935,16.75,977
APPX90869773321,28.5,968
APPX90883595724,14.49,1792
APPX90890762133,19,519
APPX90916839905,15.5,481
APPX90917702948,28.5,666
APPX90923014748,15.25,1196
APPX90931903748,16.75,840
APPX90968758513,13.5,690
APPX90973626323,20,344
APPX90977474332,18.25,580
APPX90982068738,18.25,1088
APPX90986269101,31.5,866
APPY10003798813,13,1395
APPY10010615605,15.25,348
APPY10034759849,16.75,977
APPY10036709229,28.5,1195
APPY10054298241,16.75,1724
APPY10058257639,13.99,3110
APPY10069906401,20,927
APPY10079091227,19.75,264
APPY10095608438,31.5,786
APPY10099533446,18.4,364
APPY10105927612,37,464
APPY10110944234,15.25,478
APPY10128024804,16,1406
APPY10153172223,13.99,1475
APPY10159398209,14.85,1186
APPY10172771803,18.25,708
APPY10174352444,20,730
APPY10180552415,16.75,1436
APPY10201542013,20,1404
APPY10202505605,16.5,2860
APPY10229827627,13.99,1366
APPY10237924811,11.99,5115
APPY10242431824,15.25,3355
APPY10244759228,14.85,1499
APPY10253338206,20,530
APPY10261229224,18.15,764
APPY10271062043,18.25,907
APPY10285665201,16.75,1063
APPY10297991039,16.75,3553
APPY10300263642,13,1786
APPY10305198627,16,907
APPY10308041431,20,926
APPY10323406032,20,943
APPY10327756027,18.25,590
APPY10349415244,14.5,965
APPY10355862221,13.49,1610
APPY10384992802,18.25,500
APPY10392712802,13.5,577
APPY10487574648,14.85,1443
APPY10493165609,15.25,1398
APPY10499493821,13.99,960
APPY10501608437,25.5,1571
APPY10520956802,18.15,1095
APPY10537354048,31.5,775
APPY10542975606,20,530
APPY10548141413,14.25,538
APPY10583822004,15.75,242
APPY10591201626,14.85,1446
APPY10591843207,15.25,3588
APPY10593724246,14.85,1998
APPY10607303615,31.5,1070
APPY10636237619,24,1237
APPY10636395841,20,372
APPY10645017413,18.25,1814
APPY10670056047,13.99,2186
APPY10685843615,20,463
APPY10723348836,16.75,1925
APPY10754873223,18.25,500
APPY10766564008,13,2708
APPY10770133245,15,918
APPY10774883837,19,367
APPY10781172201,15.25,478
APPY10784994635,17,494
APPY10785854007,28.5,1089
APPY10789639834,16,703
APPY10792849425,14.8,1775
APPY10817562439,14.85,902
APPY10818945611,13.5,828
APPY10839316235,15.5,2025
APPY10854175205,16.75,890
APPY10861223816,31.5,258
APPY10861794041,17,1443
APPY10864287202,20,1325
APPY10887178212,14.85,1418
APPY10903606045,13.5,1354
APPY10917483212,14.85,2415
APPY10934424805,18.25,590
APPY10942617008,20,265
APPY10944701445,14.85,968
APPY10946172418,18.5,502
APPY10962237433,20,795
APPY10968097238,19,1854
APPY10986492429,15.35,560
APPY20003479408,20,1060
APPY20010049835,31.5,649
APPY20012893625,14.85,1518
APPY20013249018,18,762
APPY20014417405,15.25,486
APPY20027552022,31.5,811
APPY20043781811,17.5,582
APPY20057833415,13.99,1469
APPY20058017613,16.75,493
APPY20073719027,28.5,1160
APPY20076325002,17,2411
APPY20083964035,18.5,1129
APPY20090084206,14.85,3331
APPY20092388807,33,441
APPY20134867417,16.75,575
APPY20134869048,16.75,148
APPY20141546416,15.25,904
APPY20148482236,14.85,593
APPY20152453201,16.75,986
APPY20186769821,15.5,1404
APPY20188538022,13.99,1421
APPY20192578247,13.99,342
APPY20197147215,20,1115
APPY20208444223,13.99,480
APPY20235932649,16.25,416
APPY20237365611,13.99,1421
APPY20249951812,15.25,2796
APPY20255809845,31.5,848
APPY20260132026,31.5,1033
APPY20270098438,31.5,811
APPY20275073249,15.5,2718
APPY20276727246,20,1018
APPY20287631836,19,934
APPY20289413634,20,848
APPY20312105845,31.5,1365
APPY20317836844,13.99,1163
APPY20353488809,13.99,1421
APPY20371763431,15.5,481
APPY20379532219,18.25,919
APPY20385183827,31.5,433
APPY20388898448,24,288
APPY20400831013,13.99,1994
APPY20410436441,13.99,1791
APPY20419564405,16.75,494
APPY20421066845,13.49,1868
APPY20421981202,27,1611
APPY20422102212,15.25,904
APPY20423862202,20,372
APPY20436424622,13.99,898
APPY20450549237,14.85,474
APPY20454674018,20,2729
APPY20484633805,15.25,972
APPY20484743603,13.5,2301
APPY20502776803,18.4,296
APPY20514883045,13.99,721
APPY20522255428,20,1400
APPY20532035442,31.5,959
APPY20543074003,20,483
APPY20576897015,18.15,1274
APPY20581646207,19,598
APPY20581822642,28.5,1054
APPY20586054006,20,1112
APPY20602277435,17,494
APPY20606324208,31.5,433
APPY20611806833,20,503
APPY20625793619,18.25,613
APPY20645945441,16.25,734
APPY20673746813,16.25,1423
APPY20680569641,15.5,1292
APPY20684156221,18.25,561
APPY20704814822,18.25,944
APPY20716981604,17.5,873
APPY20723491031,14.85,1749
APPY20723826622,17,1070
APPY20736465435,16.25,529
APPY20748475823,16.75,575
APPY20763764626,16.75,1236
APPY20775303036,19.75,741
APPY20782039026,20,557
APPY20790164044,13.99,1163
APPY20807758441,16.25,562
APPY20825608234,14.85,1998
APPY20841432846,15.25,633
APPY20845764831,20,1166
APPY20859296046,15.25,1196
APPY20897987024,14.85,1277
APPY20913416049,15.25,904
APPY20915264238,14.85,854
APPY20922754427,15.25,904
APPY20943426223,17,895
APPY20952688806,13.75,2082
APPY20975548436,15.5,244
APPY20979579642,20,1007
APPY20980436418,18.4,727
APPY20997376243,31.5,701
APPY20997544235,19.75,791
APPY30027106202,32.5,1085
APPY30029522229,15.5,1203
APPY30036798639,35.5,275
APPY30049346029,18.5,593
APPY30053383615,15.25,239
APPY30064933624,35.5,943
APPY30068877619,17,1070
APPY30074256244,18.15,1087
APPY30074378049,31.5,885
APPY30078279449,14.85,2703
APPY30079878614,31.5,369
APPY30085057843,19,1323
APPY30091468646,14.85,2371
APPY30110831619,27,1748
APPY30112686015,20,1390
APPY30117557032,31.5,1033
APPY30132712632,18.25,738
APPY30162321609,15.25,972
APPY30167361001,12.99,2173
APPY30181461233,15.25,2392
APPY30186873848,13,2275
APPY30207272232,20,874
APPY30208456232,28.5,1379
APPY30237333421,16.75,493
APPY30240079025,14.85,1446
APPY30241559411,20,795
APPY30244974819,15.75,701
APPY30246034645,16,2918
APPY30248668636,20,3568
APPY30275576243,18.25,1072
APPY30291981222,19.75,1713
APPY30299263816,13.99,1749
APPY30304226222,20,530
APPY30307846219,15.5,487
APPY30318543235,37,464
APPY30331727206,13,808
APPY30344879233,16.75,1919
APPY30358286601,17,497
APPY30361359209,14.85,692
APPY30422754221,20,1060
APPY30422849424,18.25,1200
APPY30435997421,16.75,1236
APPY30449061622,15.75,242
APPY30451169206,37,371
APPY30452908836,13.99,2131
APPY30459568244,15.25,1196
APPY30463216625,18.25,945
APPY30472517228,14.85,1388
APPY30478755648,20,609
APPY30487583826,14.85,519
APPY30494394014,16.35,856
APPY30515659649,15.25,486
APPY30520961421,16.75,742
APPY30522549245,18.4,768
APPY30524607435,18.15,1044
APPY30527531009,27,1282
APPY30530489617,15.5,843
APPY30542504443,15.25,2796
APPY30542645003,19,504
APPY30550398241,18.5,1104
APPY30555605646,20,1115
APPY30574888004,35.5,746
APPY30585597443,14.85,3557
APPY30593298022,18.25,295
APPY30602553639,31.5,701
APPY30604915414,13,1011
APPY30619477243,13.99,239
APPY30620753418,13.99,960
APPY30659435847,14.5,471
APPY30690643411,13,1138
APPY30694543048,18.25,943
APPY30698487412,13.99,1709
APPY30699796218,16,352
APPY30724483443,24,196
APPY30727248026,18.25,726
APPY30751601608,20,1192
APPY30752464622,15.75,244
APPY30752473802,15.25,2392
APPY30754993031,13.99,1186
APPY30755033806,20,669
APPY30755674415,17.5,2038
APPY30760939027,31.5,885
APPY30768963016,14.85,1110
APPY30777067635,18.4,364
APPY30791925631,13.99,1421
APPY30826911627,20,848
APPY30832588241,20,1245
APPY30835287608,16.75,1973
APPY30840317439,16.75,766
APPY30842242012,14.5,1176
APPY30847766246,17.5,2512
APPY30852647808,13,475
APPY30862257007,31.5,1107
APPY30879262033,15.25,839
APPY30894938605,16.75,494
APPY30897387422,14.85,1245
APPY30907534411,19,1090
APPY30916076602,14.49,1599
APPY30944493419,24,863
APPY30955426231,20,265
APPY30972342844,11.99,3949
APPY30982332005,20,1537
APPY30985052816,20,365
APPY30989558026,13.99,960
APPY30989987421,20,795
APPY30992091227,20,1527
APPY30997443614,14.49,1985
APPY30998653606,20,1522
APPY40019874827,31.5,1180
APPY40022716843,20,874
APPY40044589631,20,509
APPY40049166817,13.5,1354
APPY40053026839,19,1271
APPY40058553004,14.85,1186
APPY40105497628,31.5,811
APPY40115135423,18.25,708
APPY40115327032,16.75,355
APPY40117712223,20,265
APPY40118198228,16.75,493
APPY40131012418,17.5,1456
APPY40163127648,17,577
APPY40182426205,16.75,494
APPY40192319023,31.5,1070
APPY40207466245,15.5,481
APPY40226413804,18.25,766
APPY40247916602,20,265
APPY40285616448,18.5,744
APPY40316019649,20,372
APPY40322872813,20,1060
APPY40323725821,20,743
APPY40326456806,19,986
APPY40346299442,17.75,916
APPY40373623643,28.5,291
APPY40395874608,20,1325
APPY40399779802,31.5,959
APPY40419879048,20,954
APPY40423729804,18.25,791
APPY40441703232,35.5,1021
APPY40470984008,20,1325
APPY40477952829,20,715
APPY40499562402,14.49,1153
APPY40503633449,28.5,551
APPY40510656224,31.5,811
APPY40525969227,31.5,1134
APPY40545762023,13,2392
APPY40547401221,16,1729
APPY40566713802,16.75,575
APPY40576954013,31.5,866
APPY40583936621,13.99,1628
APPY40587276809,16.75,494
APPY40596102444,15.25,348
APPY40651416627,15.75,726
APPY40656005804,16.75,1236
APPY40662683024,31.5,775
APPY40668946401,35.5,294
APPY40673676636,18.25,295
APPY40673751829,20,821
APPY40676245408,13.99,1366
APPY40679052413,15.25,1739
APPY40707658842,16.75,1066
APPY40708668224,15.25,2392
APPY40710954639,15.35,840
APPY40733285226,15.25,559
APPY40735458626,13.99,2049
APPY40740419814,20,874
APPY40754863638,20,1065
APPY40759839412,15.1,715
APPY40760504824,13.99,342
APPY40762815628,20,265
APPY40772782218,14.85,474
APPY40775224212,20,662
APPY40788298002,15.5,1082
APPY40788616007,14.85,484
APPY40794584813,28.5,749
APPY40796533204,15.75,1241
APPY40798106005,13.49,448
APPY40804067418,16,992
APPY40809283022,12.99,2730
APPY40817594641,15.5,1203
APPY40827559813,20,795
APPY40836197624,13.49,2300
APPY40842541205,32.5,1017
APPY40847077632,20,450
APPY40848699206,19,934
APPY40852629403,35.5,1060
APPY40853288823,20,1007
APPY40876187646,32.5,877
APPY40882339815,15.25,1044
APPY40915074048,15.99,2431
APPY40924719629,20,1272
APPY40924864412,28.5,1476
APPY40925798635,13.99,1721
APPY40942105645,16.25,1411
APPY40942866047,18.5,1505
APPY40944183609,18.4,364
APPY40972192039,14.85,1186
APPY40977208031,18,1270
APPY40981944212,18.25,544
APPY50001597818,15.75,701
